Name Party,Code,,Vote Count 1 2,Ab/Aff/Spec/Fed,Total Voters,Total
County Election,,,,,,
Column 01,,,,,,
Pos A01 PRESIDENT/VICE PRESIDENT,,,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,
HEALY REPUB,13 02,,584,381 53,,,,,,"1,018"
HEALY REPUB,13 03,,596,0 22,,,,,,618
HEALY REPUB,13 04,,523,0 29,,,,,,552
HEALY REPUB,13 05,,299,116 31,,,,,,446
"",Walworth,,"2,130",775 157,,,,,,"3,062"
HEALY REPUB,14 01,,227,64 17,,,,,,308
HEALY REPUB,14 02,,479,0 22,,,,,,501
HEALY REPUB,14 03,,449,149 45,,,,,,643
HEALY REPUB,14 04,,322,0 17,,,,,,339
HEALY REPUB,14 05,,455,0 23,,,,,,478
"",Williamson,,"1,932",213 124,,,,,,"2,269"
HEALY REPUB,15 01,,151,88 13,,,,,,252
HEALY REPUB,15 02,,81,47 4,,,,,,132
HEALY REPUB,15 03,,161,113 24,,,,,,298
HEALY REPUB,15 04,,213,111 28,,,,,,352
"",Wolcott,,606,359 69,,,,,,"1,034"
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,COUNTY JUDGE,,,Total,Pos,B07,"26,137"
Pos C07 COUNTY JUDGE,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,
HEALY CONSE,01 01,,128,0 5,,,,,,133
HEALY CONSE,01 02,,47,36 9,,,,,,92
HEALY CONSE,01 03,,59,0 5,,,,,,64
HEALY CONSE,01 04,,56,0 6,,,,,,62
HEALY CONSE,01 05,,62,0 2,,,,,,64
HEALY CONSE,01 06,,74,0 6,,,,,,80
HEALY CONSE,01 07,,63,0 3,,,,,,66
HEALY CONSE,01 08,,20,16 3,,,,,,39
HEALY CONSE,01 09,,54,0 3,,,,,,57
HEALY CONSE,01 10,,70,0 10,,,,,,80
Name,Party,Code,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Arcadia,633,52,52,,737
HEALY,CONSE,02 01,88,0,6,,94
"",,Butler,88,0,6,,94
HEALY,CONSE,03 01,31,24,5,,60
HEALY,CONSE,03 02,27,18,4,,49
HEALY,CONSE,03 03,29,23,5,,57
HEALY,CONSE,03 04,28,19,2,,49
"",,Galen,115,84,16,,215
HEALY,CONSE,04 01,62,0,6,,68
HEALY,CONSE,04 02,63,0,7,,70
"",,Huron,125,0,13,,138
HEALY,CONSE,05 01,43,0,2,,45
HEALY,CONSE,05 02,39,0,5,,44
HEALY,CONSE,05 03,44,0,3,,47
HEALY,CONSE,05 04,77,0,2,,79
HEALY,CONSE,05 05,58,0,6,,64
"",,Lyons,261,0,18,,279
HEALY,CONSE,06 01,37,65,5,,107
HEALY,CONSE,06 02,53,103,9,,165
HEALY,CONSE,06 03,83,43,5,,131
HEALY,CONSE,06 04,59,36,7,,102
HEALY,CONSE,06 05,82,0,3,,85
"",,Macedon,314,247,29,,590
HEALY,CONSE,07 01,73,0,6,,79
HEALY,CONSE,07 02,68,0,3,,71
HEALY,CONSE,07 03,105,0,1,,106
HEALY,CONSE,07 04,97,0,4,,101
"",,Marion,343,0,14,,357
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
HEALY,CONSE,08 01,,41,68,8,,117
HEALY,CONSE,08 02,,130,1,7,,138
HEALY,CONSE,08 03,,137,0,9,,146
HEALY,CONSE,08 04,,76,0,4,,80
HEALY,CONSE,08 05,,87,0,4,,91
HEALY,CONSE,08 06,,90,74,5,,169
"",,Ontario,,561,143,37,,741
HEALY,CONSE,09 01,,19,31,4,,54
HEALY,CONSE,09 02,,42,37,3,,82
HEALY,CONSE,09 03,,26,43,2,,71
HEALY,CONSE,09 04,,44,45,6,,95
HEALY,CONSE,09 05,,96,0,6,,102
HEALY,CONSE,09 06,,29,27,8,,64
"",,Palmyra,,256,183,29,,468
HEALY,CONSE,10 01,,73,0,2,,75
HEALY,CONSE,10 02,,46,0,4,,50
"",,Rose,,119,0,6,,125
HEALY,CONSE,11 01,,39,0,0,,39
HEALY,CONSE,11 02,,38,0,2,,40
"",,Savannah,,77,0,2,,79
HEALY,CONSE,12 01,,66,0,2,,68
HEALY,CONSE,12 02,,26,57,6,,89
HEALY,CONSE,12 03,,28,59,4,,91
HEALY,CONSE,12 04,,66,0,2,,68
HEALY,CONSE,12 05,,44,24,7,,75
HEALY,CONSE,12 06,,38,33,7,,78
"",,Sodus,,268,173,28,,469
HEALY,CONSE,13 01,,31,94,5,,130
Name,Party,Code,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Arcadia,5,2,1,,8
WRITE INS,SCATT,02 01,1,0,0,,1
"",,Butler,1,0,0,,1
WRITE INS,SCATT,03 01,2,0,0,,2
WRITE INS,SCATT,03 02,0,0,0,,0
WRITE INS,SCATT,03 03,0,0,0,,0
WRITE INS,SCATT,03 04,0,0,0,,0
"",,Galen,2,0,0,,2
WRITE INS,SCATT,04 01,0,0,0,,0
WRITE INS,SCATT,04 02,0,0,0,,0
"",,Huron,0,0,0,,0
WRITE INS,SCATT,05 01,0,0,0,,0
WRITE INS,SCATT,05 02,0,0,1,,1
WRITE INS,SCATT,05 03,1,0,0,,1
WRITE INS,SCATT,05 04,2,0,0,,2
WRITE INS,SCATT,05 05,0,0,0,,0
"",,Lyons,3,0,1,,4
WRITE INS,SCATT,06 01,1,1,0,,2
WRITE INS,SCATT,06 02,2,3,1,,6
WRITE INS,SCATT,06 03,0,1,0,,1
WRITE INS,SCATT,06 04,0,0,0,,0
WRITE INS,SCATT,06 05,2,0,0,,2
"",,Macedon,5,5,1,,11
WRITE INS,SCATT,07 01,0,0,1,,1
WRITE INS,SCATT,07 02,1,0,0,,1
WRITE INS,SCATT,07 03,0,0,0,,0
WRITE INS,SCATT,07 04,0,0,0,,0
"",,Marion,1,0,1,,2
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
WRITE INS,SCATT,08 01,,0,0,0,,0
WRITE INS,SCATT,08 02,,1,0,0,,1
WRITE INS,SCATT,08 03,,0,0,0,,0
WRITE INS,SCATT,08 04,,1,0,0,,1
WRITE INS,SCATT,08 05,,2,0,0,,2
WRITE INS,SCATT,08 06,,3,1,0,,4
"",,Ontario,,7,1,0,,8
WRITE INS,SCATT,09 01,,2,0,0,,2
WRITE INS,SCATT,09 02,,2,1,0,,3
WRITE INS,SCATT,09 03,,2,2,0,,4
WRITE INS,SCATT,09 04,,0,2,0,,2
WRITE INS,SCATT,09 05,,0,0,0,,0
WRITE INS,SCATT,09 06,,0,0,0,,0
"",,Palmyra,,6,5,0,,11
WRITE INS,SCATT,10 01,,1,0,0,,1
WRITE INS,SCATT,10 02,,0,0,0,,0
"",,Rose,,1,0,0,,1
WRITE INS,SCATT,11 01,,0,0,0,,0
WRITE INS,SCATT,11 02,,2,0,0,,2
"",,Savannah,,2,0,0,,2
WRITE INS,SCATT,12 01,,0,0,0,,0
WRITE INS,SCATT,12 02,,0,1,0,,1
WRITE INS,SCATT,12 03,,0,1,0,,1
WRITE INS,SCATT,12 04,,2,0,0,,2
WRITE INS,SCATT,12 05,,0,0,0,,0
WRITE INS,SCATT,12 06,,0,1,0,,1
"",,Sodus,,2,3,0,,5
WRITE INS,SCATT,13 01,,0,1,0,,1
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,,Total Voters,,,,Total
WRITE INS SCATT,13 02,,1,2 0,,,,,,3
WRITE INS SCATT,13 03,,2,0 0,,,,,,2
WRITE INS SCATT,13 04,,0,0 0,,,,,,0
WRITE INS SCATT,13 05,,1,0 0,,,,,,1
"",Walworth,,4,3 0,,,,,,7
WRITE INS SCATT,14 01,,0,0 2,,,,,,2
WRITE INS SCATT,14 02,,1,0 0,,,,,,1
WRITE INS SCATT,14 03,,0,0 1,,,,,,1
WRITE INS SCATT,14 04,,0,0 0,,,,,,0
WRITE INS SCATT,14 05,,2,0 0,,,,,,2
"",Williamson,,3,0 3,,,,,,6
WRITE INS SCATT,15 01,,0,0 0,,,,,,0
WRITE INS SCATT,15 02,,0,0 0,,,,,,0
WRITE INS SCATT,15 03,,0,0 0,,,,,,0
WRITE INS SCATT,15 04,,0,0 0,,,,,,0
"",Wolcott,,0,0 0,,,,,,0
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,COUNTY JUDGE,,,Total,Pos,D07,68
Pos E07 COUNTY JUDGE,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,
OVERVOTES/VOIDS VOIDS/,01 01,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 02,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 03,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 04,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 05,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 06,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 07,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 08,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 09,,0,0 0,,,,,,0
OVERVOTES/VOIDS VOIDS/,01 10,,0,0 0,,,,,,0
Name,Party,Code,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Arcadia,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,02 01,0,0,0,,0
"",,Butler,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,03 01,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,03 02,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,03 03,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,03 04,0,0,0,,0
"",,Galen,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,04 01,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,04 02,0,0,0,,0
"",,Huron,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 01,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 02,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 03,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 04,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,05 05,0,0,0,,0
"",,Lyons,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 01,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 02,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 03,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 04,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,06 05,0,0,0,,0
"",,Macedon,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 01,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 02,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 03,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,07 04,0,0,0,,0
"",,Marion,0,0,0,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
OVERVOTES/VOIDS,VOIDS/,08 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 03,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 05,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,08 06,,0,0,0,,0
"",,Ontario,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 03,,0,1,0,,1
OVERVOTES/VOIDS,VOIDS/,09 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 05,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,09 06,,0,0,0,,0
"",,Palmyra,,0,1,0,,1
OVERVOTES/VOIDS,VOIDS/,10 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,10 02,,0,0,0,,0
"",,Rose,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,11 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,11 02,,0,0,0,,0
"",,Savannah,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 01,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 02,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 03,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,12 04,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 05,,0,0,0,,0
OVERVOTES/VOIDS,VOIDS/,12 06,,0,0,0,,0
"",,Sodus,,0,0,1,,1
OVERVOTES/VOIDS,VOIDS/,13 01,,0,0,0,,0
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,,Total Voters,,,,Total,
OVERVOTES/VOIDS VOIDS/,13 02,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,13 03,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,13 04,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,13 05,,0,0 0,,,,,,0,
"",Walworth,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,14 01,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,14 02,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,14 03,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,14 04,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,14 05,,0,0 0,,,,,,0,
"",Williamson,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,15 01,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,15 02,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,15 03,,0,0 0,,,,,,0,
OVERVOTES/VOIDS VOIDS/,15 04,,0,0 0,,,,,,0,
"",Wolcott,,0,0 0,,,,,,0,
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,COUNTY JUDGE,,,Total,Pos,E07,,2
Pos F07 COUNTY JUDGE,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,,
UNDERVOTES/BLANK BLANK,01 01,,116,0 9,,,,,,125,
UNDERVOTES/BLANK BLANK,01 02,,78,48 19,,,,,,145,
UNDERVOTES/BLANK BLANK,01 03,,97,0 14,,,,,,111,
UNDERVOTES/BLANK BLANK,01 04,,58,0 6,,,,,,64,
UNDERVOTES/BLANK BLANK,01 05,,67,0 14,,,,,,81,
UNDERVOTES/BLANK BLANK,01 06,,129,0 19,,,,,,148,
UNDERVOTES/BLANK BLANK,01 07,,58,0 10,,,,,,68,
UNDERVOTES/BLANK BLANK,01 08,,47,28 7,,,,,,82,
UNDERVOTES/BLANK BLANK,01 09,,58,0 8,,,,,,66,
UNDERVOTES/BLANK BLANK,01 10,,94,0 16,,,,,,110,
Name,Party,Code,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
"",,Arcadia,802,76,122,,"1,000"
UNDERVOTES/BLANK,BLANK,02 01,111,0,12,,123
"",,Butler,111,0,12,,123
UNDERVOTES/BLANK,BLANK,03 01,45,26,13,,84
UNDERVOTES/BLANK,BLANK,03 02,44,16,10,,70
UNDERVOTES/BLANK,BLANK,03 03,56,38,12,,106
UNDERVOTES/BLANK,BLANK,03 04,44,34,8,,86
"",,Galen,189,114,43,,346
UNDERVOTES/BLANK,BLANK,04 01,77,0,11,,88
UNDERVOTES/BLANK,BLANK,04 02,106,0,9,,115
"",,Huron,183,0,20,,203
UNDERVOTES/BLANK,BLANK,05 01,63,0,7,,70
UNDERVOTES/BLANK,BLANK,05 02,71,0,5,,76
UNDERVOTES/BLANK,BLANK,05 03,64,0,12,,76
UNDERVOTES/BLANK,BLANK,05 04,83,0,10,,93
UNDERVOTES/BLANK,BLANK,05 05,42,0,6,,48
"",,Lyons,323,0,40,,363
UNDERVOTES/BLANK,BLANK,06 01,72,111,14,,197
UNDERVOTES/BLANK,BLANK,06 02,123,149,17,,289
UNDERVOTES/BLANK,BLANK,06 03,110,66,24,,200
UNDERVOTES/BLANK,BLANK,06 04,76,38,7,,121
UNDERVOTES/BLANK,BLANK,06 05,154,0,13,,167
"",,Macedon,535,364,75,,974
UNDERVOTES/BLANK,BLANK,07 01,89,0,6,,95
UNDERVOTES/BLANK,BLANK,07 02,86,0,0,,86
UNDERVOTES/BLANK,BLANK,07 03,101,0,6,,107
UNDERVOTES/BLANK,BLANK,07 04,71,0,9,,80
"",,Marion,347,0,21,,368
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
UNDERVOTES/BLANK,BLANK,08 01,,47,82,4,,133
UNDERVOTES/BLANK,BLANK,08 02,,257,3,18,,278
UNDERVOTES/BLANK,BLANK,08 03,,182,0,9,,191
UNDERVOTES/BLANK,BLANK,08 04,,100,0,8,,108
UNDERVOTES/BLANK,BLANK,08 05,,148,0,12,,160
UNDERVOTES/BLANK,BLANK,08 06,,131,93,22,,246
"",,Ontario,,865,178,73,,"1,116"
UNDERVOTES/BLANK,BLANK,09 01,,33,39,7,,79
UNDERVOTES/BLANK,BLANK,09 02,,44,55,5,,104
UNDERVOTES/BLANK,BLANK,09 03,,54,50,7,,111
UNDERVOTES/BLANK,BLANK,09 04,,50,62,3,,115
UNDERVOTES/BLANK,BLANK,09 05,,108,0,9,,117
UNDERVOTES/BLANK,BLANK,09 06,,41,40,3,,84
"",,Palmyra,,330,246,34,,610
UNDERVOTES/BLANK,BLANK,10 01,,62,0,5,,67
UNDERVOTES/BLANK,BLANK,10 02,,69,0,11,,80
"",,Rose,,131,0,16,,147
UNDERVOTES/BLANK,BLANK,11 01,,48,0,3,,51
UNDERVOTES/BLANK,BLANK,11 02,,60,0,3,,63
"",,Savannah,,108,0,6,,114
UNDERVOTES/BLANK,BLANK,12 01,,105,0,11,,116
UNDERVOTES/BLANK,BLANK,12 02,,31,65,10,,106
UNDERVOTES/BLANK,BLANK,12 03,,27,53,6,,86
UNDERVOTES/BLANK,BLANK,12 04,,119,0,7,,126
UNDERVOTES/BLANK,BLANK,12 05,,58,65,14,,137
UNDERVOTES/BLANK,BLANK,12 06,,73,59,13,,145
"",,Sodus,,413,242,61,,716
UNDERVOTES/BLANK,BLANK,13 01,,41,73,6,,120
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,,Total Voters,,,,Total
UNDERVOTES/BLANK BLANK,13 02,,249,161 42,,,,,,452
UNDERVOTES/BLANK BLANK,13 03,,160,0 8,,,,,,168
UNDERVOTES/BLANK BLANK,13 04,,174,0 17,,,,,,191
UNDERVOTES/BLANK BLANK,13 05,,96,40 17,,,,,,153
"",Walworth,,720,274 90,,,,,,"1,084"
UNDERVOTES/BLANK BLANK,14 01,,65,17 8,,,,,,90
UNDERVOTES/BLANK BLANK,14 02,,135,0 23,,,,,,158
UNDERVOTES/BLANK BLANK,14 03,,105,49 14,,,,,,168
UNDERVOTES/BLANK BLANK,14 04,,88,0 11,,,,,,99
UNDERVOTES/BLANK BLANK,14 05,,135,0 13,,,,,,148
"",Williamson,,528,66 69,,,,,,663
UNDERVOTES/BLANK BLANK,15 01,,42,22 12,,,,,,76
UNDERVOTES/BLANK BLANK,15 02,,11,7 6,,,,,,24
UNDERVOTES/BLANK BLANK,15 03,,47,18 4,,,,,,69
UNDERVOTES/BLANK BLANK,15 04,,47,22 12,,,,,,81
"",Wolcott,,147,69 34,,,,,,250
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,COUNTY JUDGE,,,Total,Pos,F07,"8,077"
Column 08,,,,,,,,,,
Pos B08 COUNTY CORONER,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,
NICKELL REPUB,01 01,,550,0 27,,,,,,577
NICKELL REPUB,01 02,,252,221 51,,,,,,524
NICKELL REPUB,01 03,,301,0 17,,,,,,318
NICKELL REPUB,01 04,,271,0 18,,,,,,289
NICKELL REPUB,01 05,,292,0 20,,,,,,312
NICKELL REPUB,01 06,,429,0 39,,,,,,468
NICKELL REPUB,01 07,,306,0 20,,,,,,326
NICKELL REPUB,01 08,,97,113 16,,,,,,226
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
NICKELL,REPUB,01 09,,283,0,16,,299
NICKELL,REPUB,01 10,,445,0,52,,497
"",,Arcadia,,"3,226",334,276,,"3,836"
NICKELL,REPUB,02 01,,445,0,35,,480
"",,Butler,,445,0,35,,480
NICKELL,REPUB,03 01,,159,114,23,,296
NICKELL,REPUB,03 02,,148,103,29,,280
NICKELL,REPUB,03 03,,148,116,23,,287
NICKELL,REPUB,03 04,,136,87,13,,236
"",,Galen,,591,420,88,,"1,099"
NICKELL,REPUB,04 01,,285,0,24,,309
NICKELL,REPUB,04 02,,349,0,30,,379
"",,Huron,,634,0,54,,688
NICKELL,REPUB,05 01,,309,0,36,,345
NICKELL,REPUB,05 02,,230,0,19,,249
NICKELL,REPUB,05 03,,288,0,23,,311
NICKELL,REPUB,05 04,,299,0,22,,321
NICKELL,REPUB,05 05,,268,0,26,,294
"",,Lyons,,"1,394",0,126,,"1,520"
NICKELL,REPUB,06 01,,234,358,36,,628
NICKELL,REPUB,06 02,,330,452,49,,831
NICKELL,REPUB,06 03,,391,235,64,,690
NICKELL,REPUB,06 04,,313,178,28,,519
NICKELL,REPUB,06 05,,519,0,19,,538
"",,Macedon,,"1,787","1,223",196,,"3,206"
NICKELL,REPUB,07 01,,372,0,11,,383
NICKELL,REPUB,07 02,,353,0,16,,369
NICKELL,REPUB,07 03,,465,0,18,,483
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
NICKELL,REPUB,07 04,,417,0,17,,434
"",,Marion,,"1,607",0,62,,"1,669"
NICKELL,REPUB,08 01,,195,318,35,,548
NICKELL,REPUB,08 02,,722,5,31,,758
NICKELL,REPUB,08 03,,734,0,43,,777
NICKELL,REPUB,08 04,,330,0,23,,353
NICKELL,REPUB,08 05,,448,0,14,,462
NICKELL,REPUB,08 06,,429,299,39,,767
"",,Ontario,,"2,858",622,185,,"3,665"
NICKELL,REPUB,09 01,,144,207,24,,375
NICKELL,REPUB,09 02,,151,194,21,,366
NICKELL,REPUB,09 03,,120,149,20,,289
NICKELL,REPUB,09 04,,207,234,23,,464
NICKELL,REPUB,09 05,,456,0,23,,479
NICKELL,REPUB,09 06,,153,180,36,,369
"",,Palmyra,,"1,231",964,147,,"2,342"
NICKELL,REPUB,10 01,,372,0,20,,392
NICKELL,REPUB,10 02,,336,0,26,,362
"",,Rose,,708,0,46,,754
NICKELL,REPUB,11 01,,214,0,12,,226
NICKELL,REPUB,11 02,,257,0,16,,273
"",,Savannah,,471,0,28,,499
NICKELL,REPUB,12 01,,289,0,45,,334
NICKELL,REPUB,12 02,,145,236,19,,400
NICKELL,REPUB,12 03,,123,259,27,,409
NICKELL,REPUB,12 04,,475,0,33,,508
NICKELL,REPUB,12 05,,230,132,35,,397
NICKELL,REPUB,12 06,,210,169,37,,416
Name Party,Code,,Vote Count 1,2 Ab/Aff/Spec/Fed,,Total Voters,,,,Total
"",Sodus,,"1,472",796 196,,,,,,"2,464"
NICKELL REPUB,13 01,,145,344 25,,,,,,514
NICKELL REPUB,13 02,,672,456 62,,,,,,"1,190"
NICKELL REPUB,13 03,,685,0 29,,,,,,714
NICKELL REPUB,13 04,,598,0 34,,,,,,632
NICKELL REPUB,13 05,,339,147 32,,,,,,518
"",Walworth,,"2,439",947 182,,,,,,"3,568"
NICKELL REPUB,14 01,,256,74 19,,,,,,349
NICKELL REPUB,14 02,,543,0 23,,,,,,566
NICKELL REPUB,14 03,,516,172 42,,,,,,730
NICKELL REPUB,14 04,,357,0 23,,,,,,380
NICKELL REPUB,14 05,,507,0 32,,,,,,539
"",Williamson,,"2,179",246 139,,,,,,"2,564"
NICKELL REPUB,15 01,,165,102 17,,,,,,284
NICKELL REPUB,15 02,,89,51 3,,,,,,143
NICKELL REPUB,15 03,,177,122 26,,,,,,325
NICKELL REPUB,15 04,,244,120 32,,,,,,396
"",Wolcott,,675,395 78,,,,,,"1,148"
"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",,,,COUNTY CORONER,,,Total,Pos,B08,"29,502"
Pos C08 COUNTY CORONER,* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *,,,,,,,,,
WRITE INS SCATT,01 01,,1,0 1,,,,,,2
WRITE INS SCATT,01 02,,0,0 0,,,,,,0
WRITE INS SCATT,01 03,,0,0 0,,,,,,0
WRITE INS SCATT,01 04,,0,0 0,,,,,,0
WRITE INS SCATT,01 05,,0,0 0,,,,,,0
WRITE INS SCATT,01 06,,1,0 0,,,,,,1
WRITE INS SCATT,01 07,,0,0 0,,,,,,0
WRITE INS SCATT,01 08,,0,1 0,,,,,,1
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
WRITE INS,SCATT,01 09,,0,0,0,,0
WRITE INS,SCATT,01 10,,0,0,0,,0
"",,Arcadia,,2,1,1,,4
WRITE INS,SCATT,02 01,,1,0,0,,1
"",,Butler,,1,0,0,,1
WRITE INS,SCATT,03 01,,1,1,0,,2
WRITE INS,SCATT,03 02,,0,0,0,,0
WRITE INS,SCATT,03 03,,0,0,0,,0
WRITE INS,SCATT,03 04,,0,0,0,,0
"",,Galen,,1,1,0,,2
WRITE INS,SCATT,04 01,,0,0,0,,0
WRITE INS,SCATT,04 02,,1,0,0,,1
"",,Huron,,1,0,0,,1
WRITE INS,SCATT,05 01,,1,0,0,,1
WRITE INS,SCATT,05 02,,0,0,0,,0
WRITE INS,SCATT,05 03,,0,0,0,,0
WRITE INS,SCATT,05 04,,2,0,0,,2
WRITE INS,SCATT,05 05,,0,0,0,,0
"",,Lyons,,3,0,0,,3
WRITE INS,SCATT,06 01,,0,0,0,,0
WRITE INS,SCATT,06 02,,1,1,1,,3
WRITE INS,SCATT,06 03,,0,1,0,,1
WRITE INS,SCATT,06 04,,0,0,0,,0
WRITE INS,SCATT,06 05,,0,0,0,,0
"",,Macedon,,1,2,1,,4
WRITE INS,SCATT,07 01,,0,0,1,,1
WRITE INS,SCATT,07 02,,1,0,0,,1
WRITE INS,SCATT,07 03,,0,0,0,,0
Name,Party,Code,,Vote Count 1,2,Ab/Aff/Spec/Fed,Total Voters,Total
WRITE INS,SCATT,07 04,,0,0,0,,0
"",,Marion,,1,0,1,,2
WRITE INS,SCATT,08 01,,0,0,0,,0
WRITE INS,SCATT,08 02,,1,0,0,,1
WRITE INS,SCATT,08 03,,0,0,0,,0
WRITE INS,SCATT,08 04,,1,0,0,,1
WRITE INS,SCATT,08 05,,2,0,0,,2
WRITE INS,SCATT,08 06,,0,1,0,,1
"",,Ontario,,4,1,0,,5
WRITE INS,SCATT,09 01,,1,0,0,,1
WRITE INS,SCATT,09 02,,2,1,0,,3
WRITE INS,SCATT,09 03,,1,1,0,,2
